47.5K|S0402A|1%|0.0625W|321-1965-00
402|S0402A|1%|0.063W|321-5812-00
2.15K|S0402A|1%|.063W|321-2544-00
2.49K|S0402A|1%|0.0625W|321-2541-00
825|S0402A|1%|0.0625W|321-1925-00
10.2K|S0402A|1%|.063W|321-2513-00
86.6|S0402A|1%|0.063W|321-5825-00
110K|S0402A|1%|0.0625W|321-1973-00
499|S0402A|1%|0.0625W|321-1920-00
301|S0402A|1%|0.0625W|321-1915-00
215K|S0402A|1%|.063W|321-2574-00
1.27K|S0402A|1%|0.063W|321-5850-00
45.3|S0402A|1%|0.063W|321-5835-00
16.5|S0402A|1%|0.063W|321-5896-00
143|S0402A|1%|0.063W|321-5857-00
2.94K|S0402A|1%|.0625W|326-0048-00
1.54K|S0402A|1%|0.063W|321-5854-00
1.10K|S0402A|0.1%|0.0625W|321-2592-00
3.92K|S0402A|1%|0.0625W|321-1941-00
182K|S0402A|1%|0.0625W|321-1978-00
16.5|S0402A|1%|.08W|321-2808-00
150|S0402A|1%|0.0625W|321-1886-00
84.5K|S0402A|1%|0.063W|321-2849-00
.680|S0402A|1%|.063W|313-0001-00
68.1K|S0402A|1%|0.0625W|321-1969-00
26.1K|S0402A|1%|0.063W|321-1882-00
130K|S0402A|1%|0.0625W|321-1975-00
5.62K|S0402A|1%|0.0625W|321-1945-00
4.75K|S0402A|1%|0.0625W|321-1943-00
562|S0402A|1%|0.0625W|321-1921-00
56.2K|S0402A|1%|0.0625W|321-1967-00
15|S0402A|1%|0.0625W|321-1893-00
38.3|S0402A|1%|0.08W|321-2812-00
61.9K|S0402A|1%|0.0625W|321-1968-00
0.39|S0402A|5%|0.0625W|321-2564-00
12.4K|S0402A|1%|0.063W|321-2555-00
17.8K|S0402A|1%|0.063W|321-2352-00
1.10K|S0402A|1%|0.0625W|321-1928-00
3.74K|S0402A|1%|0.063W|321-5851-00
243K|S0402A|1%|0.0625W|321-1981-00
499K|S0402A|1%|0.0625W|321-1988-00
80.6|S0402A|1%|0.063W|321-5830-00
13.7K|S0402A|1%|0.063W|321-5874-00
20K|S0402A|0.1%|0.062W|321-2257-00
49.9K|S0402A|1%|0.0625W|321-1966-00
90.9K|S0402A|1%|0.0625W|321-1972-00
5.76K|S0402A|1%|0.0625W|321-2267-00
61.9|S0402A|1%|0.0625W|321-1904-00
6.19K|S0402A|1%|0.0625W|321-1946-00
78.7|S0402A|1%|0.063W|321-5866-00
174|S0402A|0.1%|0.063W|321-2845-00
1.8K|S0402A|1%|0.063W|321-2846-00
36.5K|S0402A|1%|0.0625W|321-2584-00
3.300K|S0402A|0.1%|0.0625W|321-2265-00
3.01K|S0402A|1%|0.0625W|321-1938-00
1K|S0402A|0.1%|0.0625W|321-2778-00
8.66K|S0402A|1%|.063W|321-2579-00
11.8K|S0402A|1%|.063W|321-2380-00
523|S0402A|1%|0.0625W|321-2520-00
1.62K|S0402A|1%|0.0625W|321-1932-00
5.76|S0402A|1%|0.0625W|321-5900-00
28|S0402A|1%|.0625W|321-2546-00
365|S0402A|1%|0.063W|321-5843-00
12.1|S0402A|1%|0.0625W|321-1891-00
3.32|S0402A|1%|0.0625W|307-1712-00
1.87K|S0402A|1%|.063W|321-2567-00
30.1|S0402A|1%|0.0625W|321-1899-00
267|S0402A|1%|0.063W|321-5860-00
357|S0402A|1%|0.0625W|321-1917-00
2.26K|S0402A|1%|0.063W|321-5859-00
39.2|S0402A|1%|0.0625W|321-1858-00
909|S0402A|1%|0.0625W|321-1926-00
.330|S0402A|1%|.063W|313-0002-00
47.5|S0402A|1%|0.08W|321-2813-00
1.33K|S0402A|1%|.062W|321-2566-00
681K|S0402A|1%|0.0625W|321-1991-00
2.05K|S0402A|1%|0.063W|321-5819-00
1.21K|S0402A|0.1%|0.0625W|321-2593-00
27.4K|S0402A|1%|0.0625W|321-1959-00
78.7K|S0402A|1%|.063W|321-2578-00
130|S0402A|1%|0.0625W|321-1910-00
14.7K|S0402A|1%|0.063W|321-5838-00
4.99K|S0402A|1%|0.0625W|321-1944-00
107|S0402A|1%|0.063W|321-5855-00
619|S0402A|1%|0.0625W|321-1922-00
750|S0402A|1%|0.0625W|321-1924-00
43.2K|S0402A|1%|0.0625W|321-1964-00
931|S0402A|1%|.063W|321-2582-00
9.53K|S0402A|1%|0.063W|321-5836-00
100K|S0402A|0.1%|0.0625W|321-2560-00
0.051|S0402A|5%|0.0625W|321-2791-00
681|S0402A|1%|0.0625W|321-1923-00
5.11|S0402A|1%|0.063W|321-5899-00
16.2|S0402A|1%|0.0625W|321-1894-00
169|S0402A|1%|0.063W|321-2298-00
2K|S0402A|0.1%|0.063W|321-2287-00
66.5|S0402A|1%|0.063W|321-5828-00
5.49K|S0402A|1%|0.0625W|321-2266-00
249|S0402A|1%|.0625W|326-0046-00
37.4|S0402A|1%|0.063W|321-5824-00
4.75|S0402A|1%|0.0625W|321-2084-00
442|S0402A|1%|0.063W|321-2258-00
845|S0402A|1%|.063W|321-2807-00
43.2|S0402A|1%|0.0625W|321-1901-00
301K|S0402A|1%|0.0625W|321-1983-00
12.4K|S0402A|0.1%|.0625W|321-2557-00
634|S0402A|1%|.063W|321-2516-00
137|S0402A|1%|0.063W|321-5833-00
255|S0402A|1%|.063W|321-2819-00
7.50|S0402A|1%|0.0625W|321-2535-00
432|S0402A|1%|0.0625W|321-1919-00
47.5|S0402A|1%|0.0625W|321-1902-00
1K|S0402A|1%|0.0625W|321-1927-00
1.91K|S0402A|1%|0.063W|321-5816-00
68.1|S0402BBOTEST0407|1%|0.0625W|321-1883-00
205K|S0402A|1%|.063W|321-2389-00
115K|S0402A|1%|.063W|321-2569-00
35.7K|S0402A|1%|0.0625W|321-1962-00
48.7K|S0402A|1%|.063W|321-2514-00
14|S0402A|1%|.0625W|321-2545-00
953|S0402A|1%|0.0625W|321-2590-00
11.5|S0402A|1%|0.063W|321-5856-00
90.90K|S0402A|0.1%|0.062W|321-2355-00
226|S0402A|1%|.063W|321-2519-00
569K|S0402A|1%|.063W|321-2581-00
1.07K|S0402A|1%|0.063W|321-5818-00
40.2|S0402A|1%|0.063W|321-5837-00
24.9K|S0402A|1%|0.063W|321-5811-00
475|S0402A|1%|0.0625W|321-1881-00
21.5|S0402A|1%|0.08W|321-2811-00
750K|S0402A|1%|0.0625W|321-1992-00
825K|S0402A|1%|0.0625W|321-1993-00
49.9|S0402A|1%|0.0625W|321-1860-00
7.32K|S0402A|1%|0.063W|321-5864-00
866|S0402A|1%|0.063W|321-5849-00
0.33|S0402A|1%|0.063W|321-2847-00
105K|S0402A|1%|.063W|321-2568-00
1.37K|S0402A|1%|0.063W|321-5853-00
110|S0402A|1%|0.0625W|321-1908-00
715|S0402A|1%|0.063W|321-5865-00
15.8K|S0402A|1%|0.063W|321-5871-00
37.4K|S0402A|1%|0.063W|321-5873-00
2.74K|S0402A|1%|0.0625W|321-1937-00
280|S0402A|1%|0.0625W|321-2549-00
27.4|S0402BBOTEST0407|1%|0.0625W|321-1898-00
127K|S0402A|1%|.063W|321-2570-00
11.5K|S0402A|1%|0.0625W|321-5918-00
40.2K|S0402A|1%|0.063W|321-5817-00
604|S0402A|1%|0.063W|321-5814-00
48.7|S0402A|1%|0.0625W|321-2297-00
7.15K|S0402A|1%|0.063W|321-5863-00
18.2|S0402A|1%|0.0625W|321-1895-00
23.2K|S0402A|1%|.0625W|321-2585-00
210|S0402A|1%|0.063W|321-5897-00
60.4K|S0402A|1%|0.063W|321-5840-00
182|S0402A|1%|0.0625W|321-1885-00
768K|S0402A|1%|0.0625W|321-1888-00
294|S0402A|1%|0.063W|321-5832-00
54.9K|S0402A|1%|0.063W|321-2848-00
23.7K|S0402A|1%|0.0625W|321-2356-00
11K|S0402A|1%|0.0625W|321-1951-00
2.43K|S0402A|1%|0.0625W|321-1936-00
698|S0402A|1%|0.063W|321-5815-00
9.09K|S0402A|1%|0.0625W|321-1950-00
8.25K|S0402A|1%|0.0625W|321-1949-00
150K|S0402A|1%|0.0625W|321-1976-00
619K|S0402A|1%|0.0625W|321-1990-00
13.7|S0402A|1%|0.063W|321-2835-00
4.64K|S0402A|1%|.063W|321-2543-00
4.32K|S0402A|1%|0.0625W|321-1942-00
24.3K|S0402A|1%|0.0625W|321-1958-00
19.6K|S0402A|1%|.063W|321-2573-00
1.43K|S0402A|1%|0.063W|321-5839-00
14.3K|S0402A|1%|.063W|321-2533-00
10.20K|S0402A|0.1%|0.063W|321-2285-00
82.5K|S0402A|1%|0.0625W|321-1971-00
332|S0402A|1%|0.0625W|321-1916-00
200K|S0402A|1%|0.0625W|321-1979-00
75|S0402A|1%|0.08W|321-2809-00
316|S0402A|1%|0.0625W|321-2674-00
4.12K|S0402A|1%|0.0625W|321-2537-00
562K|S0402A|1%|0.0625W|321-1989-00
10K|S0402A|1%|0.0625W|321-1879-00
3.48K|S0402A|1%|0.063W|321-5845-00
4.99|S0402A|1%|0.063W|321-5898-00
11|S0402A|1%|0.0625W|321-1890-00
80.6K|S0402A|1%|0.063W|321-5870-00
51|S0402A|5%|0.125W|321-5352-00
140|S0402A|1%|0.063W|321-5834-00
6.81|S0402A|1%|0.062W|321-2029-00
10K|S0402A|0.1%|0.063W|321-2810-00
392K|S0402A|1%|0.0625W|321-1985-00
221K|S0402A|1%|0.0625W|321-1980-00
5.11K|S0402A|1%|0.0625W|321-2536-00
|S0402A|||321-2548-00
22.1K|S0402A|1%|0.0625W|321-1957-00
432K|S0402A|1%|0.0625W|321-1986-00
191|S0402A|1%|.0625W|323-0846-00
332K|S0402A|1%|0.0625W|321-1887-00
75|S0402A|1%|0.0625W|321-1861-00
6.81K|S0402A|1%|0.0625W|321-1947-00
121|S0402SPCSM_END|1%|0.0625W|321-1909-00
13.3K|S0402A|1%|.063W|321-2532-00
6.98K|S0402A|1%|0.063W|321-5868-00
|S0402A|||321-2786-00
274K|S0402A|1%|0.0625W|321-1982-00
15K|S0402A|1%|0.0625W|321-1954-00
16.2K|S0402A|1%|0.0625W|321-1955-00
4.42M|S0402A|1%|.063W|321-2525-00
1M|S0402A|1%|0.0625W|321-1995-00
7.87K|S0402A|1%|.063W|321-2577-00
82.5|S0402A|1%|0.0625W|321-1905-00
19.6K|S0402A|0.1%|0.062W|321-2820-00
20|S0402A|1%|0.063W|321-1866-00
22.6K|S0402A|1%|.063W|321-2521-00
20.5K|S0402A|1%|.063W|321-2512-00
90.9|S0402A|1%|0.0625W|321-1906-00
100K|S0402A|1%|0.0625W|321-1880-00
9.76K|S0402A|1%|0.063W|321-5841-00
93.1|S0402A|1%|0.063W|321-5867-00
20K|S0402A|1%|0.062W|321-5750-00
50|S0402A|1%|0.08W|321-2804-00
33.2K|S0402A|1%|0.0625W|321-1961-00
2.20|S0402A|5%|0.063W|321-2259-00
1.05K|S0402A|1%|0.063W|321-5813-00
33.2|S0402TST_0209|1%|0.0625W|321-1884-00
