130K|S0201B|1%|0.05W|321-2404-00
110K|S0201B|1%|0.05W|321-2400-00
11K|S0201B|1%|0.05W|321-2398-00
274|S0201B|1%|0.05W|321-2487-00
274K|S0201B|1%|0.05W|321-2424-00
150|S0201B|1%|0.05W|321-2474-00
6.19K|S0201B|1%|0.05W|321-2450-00
49.9K|S0201B|1%|0.05W|321-2443-00
2.80K|S0201B|1%|0.05W|321-2414-00
332|S0201B|1%|0.05W|321-2376-00
43|S0201B|5%|0.05W|321-2369-00
3.57K|S0201B|1%|0.05W|321-2427-00
16.2K|S0201B|1%|0.05W|321-2407-00
909K|S0201B|1%|0.05W|321-2465-00
13|S0201B|1%|0.05W|321-2471-00
47.5|S0201B|1%|0.05W|321-2370-00
2.2|S0201B|1%|0.05W|321-2832-00
75|S0201B|1%|0.05W|321-2507-00
49.9|S0201B|1%|0.05W|321-2371-00
162|S0201B|1%|0.05W|321-2476-00
4.32K|S0201B|1%|0.05W|321-2437-00
750K|S0201B|1%|0.05W|321-2458-00
56.2|S0201B|1%|0.05W|321-2372-00
12.1|S0201B|1%|0.05W|321-2468-00
619|S0201_OFFSETMAX|1%|0.05W|321-2503-00
2.21K|S0201B|1%|0.05W|321-2411-00
27.4|S0201B|1%|0.05W|321-2486-00
1.21K|S0201B|1%|0.05W|321-2391-00
22.1K|S0201B|1%|0.05W|321-2417-00
16.2|S0201B|1%|0.05W|321-2475-00
1.10K|S0201B|1%|0.05W|321-2390-00
64.9|S0201B|+/-1%|0.05W|321-2816-00
56.2K|S0201B|1%|0.05W|321-2448-00
121K|S0201B|1%|0.05W|321-2402-00
100|S0201B|1%|0.05W|321-2375-00
1K|S0201B|1%|0.05W|321-2377-00
30.1K|S0201B|1%|0.05W|321-2429-00
100K|S0201B|1%|0.05W|321-2397-00
619K|S0201B|1%|0.05W|321-2453-00
10|S0201B|1%|0.05W|321-2262-00
0|S0201B|1%|0.05W|321-2772-00
665|S0201B|1%|0.05W|321-2504-00
61.9|S0201B|1%|0.05W|321-2373-00
15K|S0201B|1%|0.05W|321-2405-00
2.20K|S0201B|1%|0.05W|321-2353-00
475K|S0201B|1%|0.05W|321-2442-00
43.2|S0201B|1%|0.05W|321-2496-00
127|S0201B|1%|0.05W|321-2470-00
6.81K|S0201B|1%|0.05W|321-2451-00
1.30K|S0201B|1%|0.05W|321-2392-00
301|S0201B|1%|0.05W|321-2489-00
10|S0201_OFFSETMAX|1%|0.05W|321-2833-00
1.82K|S0201B|1%|0.05W|321-2395-00
24.3K|S0201B|1%|0.05W|321-2420-00
8.25K|S0201B|1%|0.05W|321-2460-00
2.43K|S0201B|1%|0.05W|321-2412-00
3.01K|S0201B|1%|0.05W|321-2425-00
47.5K|S0201B|1%|0.05W|321-2441-00
18.2K|S0201B|1%|0.05W|321-2409-00
10K|S0201B|1%|0.05W|321-2396-00
5.62K|S0201B|1%|0.05W|321-2446-00
499K|S0201B|1%|0.05W|321-2444-00
150|S0201B|1%|0.05W|321-2834-00
169|S0201B|1%|0.05W|321-2477-00
68.1|S0201B|1%|0.05W|321-2505-00
681K|S0201B|1%|0.05W|321-2455-00
825K|S0201B|1%|0.05W|321-2462-00
475|S0201B|1%|0.05W|321-2499-00
150K|S0201B|1%|0.05W|321-2406-00
11|S0201B|1%|0.05W|321-2467-00
221|S0201B|1%|0.05W|321-2483-00
432K|S0201B|1%|0.05W|321-2440-00
5.49K|S0201B|1%|0.05W|321-2445-00
90.9K|S0201B|1%|0.05W|321-2464-00
35.7K|S0201B|1%|0.05W|321-2433-00
2K|S0201B|5%|.05W|321-2264-00
61.9K|S0201B|1%|0.05W|321-2452-00
26.1K|S0201B|1%|0.05W|321-2422-00
825|S0201B|1%|0.05W|321-2509-00
82.5|S0201B|1%|0.05W|321-2374-00
