274|S0603E|1%|0.1W|321-5453-00
3.65K|S0603E|1%|0.063W|321-5748-00
39.2K|S0603E|1%|0.1W|321-5430-00
1.33K|S0603E|1%|0.100W|321-5887-00
750K|S0603TST_0209|1%|0.1W|321-2553-00
56.2|S0603E|1%|0.1W|321-5446-00
1.58K|S0603E|1%|0.100W|321-2627-00
5.49K|S0603E|1%|0.1W|321-5601-00
49.9K|S0603E|1%|0.063W|321-5745-00
16.9K|S0603E|1%|0.1W|321-1871-00
150|S0603E|1%|0.1W|321-5451-00
82.5K|S0603E|1%|0.1W|321-5473-00
1.47|S0603E|1%|0.1W|321-2551-00
732|S0603E|1%|0.100W|321-5893-00
49.90|S0603E|0.1%|0.063W|321-5796-00
8.25|S0603E|1%|0.0625W|321-1867-00
9.090K|S0603E|0.1%|0.063W|321-2081-00
60.4K|S0603E|1%|0.1W|321-5628-00
2.37K|S0603E|1%|0.063W|321-5732-00
2.20M|S0603E|5%|0.063W|321-5723-00
274|S0603E|1%|0.0625W|321-5481-00
39.2|S0603TST_0209|1%|0.1W|321-5443-00
14.3K|S0603E|1%|.1W|321-2522-00
715|S0603E|1%|0.1W|321-2740-00
30.1K|S0603E|1%|0.1W|321-5674-00
1.07K|S0603E|1%|0.100W|321-5888-00
30.10|S0603E|0.1%|0.063W|321-5795-00
13.7K|S0603E|1%|0.100W|321-2615-00
165|S0603E|1%|0.063W|321-5743-00
2.80K|S0603E|1%|0.100W|321-5902-00
26.1K|S0603E|1%|0.1W|321-5704-00
11.5|S0603E|1%|0.1W|321-5904-00
22.1|S0603E|1%|0.1W|321-5440-00
4.32K|S0603E|1%|0.100W|321-2346-00
27.4K|S0603E|1%|0.1W|321-5429-00
66.5K|S0603E|1%|0.1W|321-5592-00
2.490K|S0603E|0.5%|0.062W|321-5619-00
2.210K|S0603E|0.5%|0.062W|321-5618-00
8.25K|S0603E|1%|0.1W|321-5426-00
5.62K|S0603E|1%|0.1W|321-5463-00
10.2K|S0603E|1%|0.1W|321-5623-00
100|S0603E|1%|0.125W|321-2385-00
47.50K|S0603E|0.1%|0.063W|321-2083-00
33.2|S0603TST_0209|1%|0.1W|321-5442-00
511|S0603E|1%|0.1W|321-5513-00
30.1|S0603E|1%|0.1W|321-2737-00
4.70|S0603E|1%|0.1W|321-5595-00
95.30|S0603E|0.1%|0.063W|321-5799-00
487K|S0603TST_0209|1%|0.1W|321-5712-00
1.69K|S0603E|1%|0.1W|321-5629-00
68.1K|S0603E|1%|0.1W|321-5431-00
221K|S0603E|1%|0.1W|321-5475-00
1.74|S0603E|1%|0.1W|321-2790-00
93.1|S0603E|1%|0.1W|321-5740-00
1.65K|S0603E|1%|0.063W|321-5747-00
121|S0603E|0.1%|0.100W|321-5800-00
825K|S0603TST_0209|1%|0.1W|321-5478-00
255K|S0603E|1%|0.1W|321-5604-00
5.23K|S0603E|1%|0.1W|321-5597-00
249|S0603E|0.1%|0.100W|321-5802-00
200|S0603E|1%|0.1W|321-5637-00
162|S0603E|1%|0.1W|321-1859-00
130|S0603E|1%|0.100W|321-2635-00
100K|S0603E|1%|0.1W|321-5432-00
143|S0603E|1%|0.1W|321-5710-00
